detector,f1,precision,recall,runtime_sec,roc_auc,avg_precision,dataset,anomaly_rate
LSCP,0.06896551724137931,0.05,0.1111111111111111,0.34770655632019043,0.6932249322493225,0.08491643321009854,glass,0.04205607476635514
IsolationForest,0.67,0.9054054054054054,0.5317460317460317,0.12492871284484863,0.8584832451499118,0.815227100893983,ionosphere,0.358974358974359
LOF,0.68,0.918918918918919,0.5396825396825397,0.11443018913269043,0.8971428571428572,0.8475792800081725,ionosphere,0.358974358974359
HBOS,0.14,0.1891891891891892,0.1111111111111111,0.018024682998657227,0.5838800705467372,0.37096845490157926,ionosphere,0.358974358974359
COPOD,0.49,0.6621621621621622,0.3888888888888889,0.015650272369384766,0.7989770723104056,0.6888935886598239,ionosphere,0.358974358974359
VAE,0.65,0.8783783783783784,0.5158730158730159,2.46317458152771,0.8446560846560847,0.8042768129872091,ionosphere,0.358974358974359
KNN,0.74,1.0,0.5873015873015873,0.12071824073791504,0.9239682539682539,0.9217564975881299,ionosphere,0.358974358974359
MCD,0.74,1.0,0.5873015873015873,0.08201122283935547,0.9514991181657849,0.9481771629960859,ionosphere,0.358974358974359
INNE,0.74,1.0,0.5873015873015873,0.16461515426635742,0.8985185185185185,0.8912643727328569,ionosphere,0.358974358974359
PCA,0.59,0.7972972972972973,0.46825396825396826,0.009798288345336914,0.7943915343915343,0.7470897152603603,ionosphere,0.358974358974359
DeepSVDD,0.57,0.7702702702702703,0.4523809523809524,0.21645641326904297,0.8268430335097002,0.7539341247627491,ionosphere,0.358974358974359
LUNAR,0.74,1.0,0.5873015873015873,0.5208070278167725,0.9318165784832452,0.9358557894968313,ionosphere,0.358974358974359
LSCP,0.61,0.8243243243243243,0.48412698412698413,0.7182872295379639,0.8247619047619047,0.760700612482877,ionosphere,0.358974358974359
