f1,auroc,auprc,dataset,combo,n_detectors
0.13157894736842105,0.7149051490514906,0.0941582688237391,glass,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.7211895910780669,0.8799294532627866,0.8519518772090714,ionosphere,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.1791907514450867,0.73028,0.14164998300619794,letter,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.5,0.9964788732394366,0.9444444444444444,lympho,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.10794807560920064,0.8788348861611701,0.27985127225833023,mammography,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.3045769764216366,0.7943028910825521,0.2800457106435527,mnist,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.15384615384615385,0.9995062672762991,0.9865421216049102,musk,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.0694645441389291,0.6631227793130675,0.04093800265854897,optdigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.10982048574445617,0.9218223688733072,0.2600997966247865,pendigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.5321739130434783,0.6921716417910448,0.5257999465462093,pima,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.6307648238327127,0.7415310498769366,0.6887252918220321,satellite,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.12850678733031673,0.9970120794550977,0.8533467381097313,satimage-2,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.02711426726920594,0.4832786885245901,0.02152043053071686,speech,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.15789473684210525,0.9660964439261487,0.36400163000171876,thyroid,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.09917355371900827,0.3425396825396825,0.09122473674913893,vertebral,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.13893376413570274,0.8566002844950213,0.20332868553123323,vowels,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.4,0.9519807923169268,0.5499506030445895,wbc,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.38461538461538464,0.8563025210084033,0.2339896395732309,wine,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+VAE,7
0.27808988764044945,0.8288845738506435,0.26579156329830955,annthyroid,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.4861878453038674,0.8047966713769823,0.433859532173656,arrhythmia,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.9192307692307692,0.9874382750951789,0.9738413829317878,breastw,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.3977401129943503,0.9203755836308706,0.5422317809006179,cardio,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.07407407407407407,0.7165311653116531,0.08997738906174381,glass,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.732824427480916,0.8828218694885361,0.857079987260108,ionosphere,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.17040358744394618,0.70076,0.1229751187657994,letter,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.5454545454545454,0.9964788732394366,0.9444444444444444,lympho,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.11021640664318068,0.8773146289762604,0.2954436815764334,mammography,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.3054786939679026,0.7917151962914675,0.2722527241397301,mnist,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.15544871794871795,0.999843535404461,0.9954746463927729,musk,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.0712223291626564,0.6657086458744572,0.04116705917804527,optdigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.11150822015725519,0.9351049853730818,0.22461569172452236,pendigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.5186500888099467,0.6803955223880597,0.5012784718196871,pima,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.6215208034433285,0.7298030763376745,0.6988344139373373,satellite,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.15625,0.9952478303175648,0.7767486584709259,satimage-2,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.028515878159429683,0.48334652345958173,0.01999907389273665,speech,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.15233415233415235,0.9671223187694179,0.3856810616059161,thyroid,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.09259259259259259,0.3631746031746032,0.09422477987641276,vertebral,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.12773109243697478,0.8433997155049787,0.20282980799633157,vowels,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.4222222222222222,0.953047885820995,0.5619696256931476,wbc,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.36,0.8529411764705882,0.2318250835851455,wine,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+DeepSVDD,7
0.2781456953642384,0.828362611542053,0.25323773087821944,annthyroid,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.4712041884816754,0.8071518291725546,0.4512692638728576,arrhythmia,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.9139579349904398,0.9874853933431339,0.9732535523066365,breastw,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.4,0.9137187585828068,0.5142213208277833,cardio,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.11538461538461539,0.7560975609756098,0.10711285926339689,glass,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.7896678966789668,0.9001410934744268,0.8824968308475131,ionosphere,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.19484240687679083,0.76812,0.16761525013193498,letter,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.48,0.9976525821596244,0.9583333333333333,lympho,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.10608773500447627,0.8773137486883712,0.27467688233644194,mammography,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.30679287305122493,0.7987607872353635,0.2792024669127691,mnist,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.15823817292006526,0.9976947549590585,0.9294057211168018,musk,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.06981317600786627,0.6482287143045138,0.0392457563415575,optdigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.11095305832147938,0.9146960427121287,0.21992789674767044,pendigits,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.5257548845470693,0.693544776119403,0.5256249654246894,pima,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.636899747262005,0.7443755077395247,0.6899363695429814,satellite,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.10676691729323308,0.9967000186745034,0.8314432822414287,satimage-2,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.028169014084507043,0.4930107405313736,0.025124754466958523,speech,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.16062176165803108,0.9654914408134516,0.3461829836486273,thyroid,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.0847457627118644,0.34444444444444444,0.09153519703790408,vertebral,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.15181518151815182,0.9034139402560456,0.27131351099147055,vowels,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.4,0.9506469254368414,0.576504418597453,wbc,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.36,0.8226890756302521,0.19238634028989704,wine,IsolationForest+INNE+LOF+KNN+HBOS+COPOD+LUNAR,7
0.2510729613733906,0.8220555201587574,0.27013088898329407,annthyroid,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.4772727272727273,0.8004003768252472,0.417549437260606,arrhythmia,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.9168278529980658,0.9853744958347469,0.9651431304981255,breastw,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.3927355278093076,0.9136741279868168,0.5054545980882563,cardio,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.08955223880597014,0.7121951219512195,0.09478212850274464,glass,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.7191011235955056,0.8795061728395062,0.8550188261451824,ionosphere,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.1836441893830703,0.72542,0.14625318650244923,letter,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.5,0.9953051643192489,0.9333333333333333,lympho,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.13728454792863623,0.8554357777167445,0.2351032205492401,mammography,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.2888779527559055,0.7898803832702137,0.27955748605860026,mnist,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
0.4630071599045346,0.9999860920359521,0.9995780622142348,musk,IsolationForest+INNE+LOF+KNN+HBOS+PCA+VAE,7
